1998-02-17	5.0
1998-04-9	4.5
1998-08-21	4.66666666667
1999-02-27	4.75
1999-03-22	4.4
1999-07-20	4.16666666667
1999-10-20	4.0
1999-10-24	3.875
1999-11-23	4.0
1999-11-28	4.1
1999-12-14	3.90909090909
2000-01-21	3.91666666667
2000-01-24	3.92307692308
2000-01-25	4.0
2000-01-31	3.93333333333
2000-02-14	3.9375
2000-02-23	4.0
2000-02-5	4.05555555556
2000-02-9	4.05263157895
2000-03-12	4.1
2000-03-19	4.09523809524
2000-03-4	4.09090909091
2000-04-12	4.13043478261
2000-04-30	4.16666666667
2000-05-25	4.2
2000-05-29	4.23076923077
2000-06-13	4.25925925926
2000-06-17	4.28571428571
2000-06-6	4.27586206897
2000-07-23	4.23333333333
2000-07-7	4.28125
2000-09-3	4.27272727273
2000-10-10	4.29411764706
2000-10-6	4.28571428571
2000-11-1	4.30555555556
2000-11-13	4.21621621622
2001-02-26	4.23684210526
2001-03-27	4.25641025641
2001-03-5	4.275
2001-05-10	4.26829268293
2001-05-13	4.2619047619
2001-05-14	4.27906976744
2001-06-12	4.25
2001-08-24	4.26666666667
2001-08-26	4.26086956522
2001-09-2	4.25531914894
2001-09-27	4.27083333333
2001-10-10	4.28571428571
2001-10-23	4.28
2001-10-9	4.29411764706
2002-02-17	4.28846153846
2002-02-25	4.30188679245
2002-04-1	4.31481481481
2002-04-18	4.32727272727
2002-05-12	4.32142857143
2002-05-17	4.33333333333
2002-05-30	4.33898305085
2002-06-13	4.33333333333
2002-07-11	4.32786885246
2002-07-25	4.33870967742
2002-09-25	4.34920634921
2002-10-16	4.34375
2002-12-29	4.35384615385
2003-01-11	4.36363636364
2003-02-27	4.37313432836
2003-08-28	4.36764705882
2003-09-19	4.3768115942
2003-09-25	4.38571428571
2003-10-10	4.39436619718
2003-10-6	4.40277777778
2003-10-9	4.41095890411
2003-11-30	4.40540540541
2004-01-11	4.37333333333
2004-02-19	4.34210526316
2004-02-22	4.35064935065
2004-04-14	4.34615384615
2004-05-28	4.35443037975
2004-06-29	4.35
2004-08-31	4.35802469136
2005-01-14	4.36585365854
2005-05-19	4.36904761905
2005-05-22	4.36470588235
2005-06-1	4.37209302326
2005-06-5	4.37931034483
2005-08-14	4.38636363636
2005-09-10	4.39325842697
2005-09-23	4.37777777778
2005-09-7	4.38461538462
2005-11-13	4.39130434783
2005-11-14	4.39784946237
2005-11-22	4.40425531915
2006-03-13	4.4
